,Name,Season,Team,WAR
596,Jeff Tam,1998,NYM,2.6999999999999997
597,Miguel Tejada,1997,OAK,39.5
598,Randy Velarde,1987,NYY,22.4
599,Mike Venafro,1999,TEX,2.1999999999999997
600,Barry Zito,2000,OAK,28.700000000000003
601,Bobby Abreu,1996,HOU,59.699999999999996
602,Terry Adams,1995,CHC,10.9
603,Marlon Anderson,1998,PHI,5.900000000000001
604,Ricky Bottalico,1994,PHI,2.6
605,Pat Burrell,2000,PHI,19.000000000000004
606,Marlon Byrd,2002,PHI,22.499999999999996
607,Dave Coggin,2000,PHI,1.7999999999999998
608,Rheal Cormier,1991,STL,13.500000000000002
609,Brandon Duckworth,2001,PHI,4.6000000000000005
610,Johnny Estrada,2001,PHI,2.6000000000000005
611,Doug Glanville,1996,CHC,10.0
612,Matt Downs,2009,SFG,0.9000000000000001
613,Travis Lee,1998,ARI,6.9
614,Mike Lieberthal,1994,PHI,19.8
615,Hector Mercado,2000,CIN,0.4
616,Jose Mesa,1987,BAL,12.700000000000001
617,Brett Myers,2002,PHI,17.2
618,Vicente Padilla,1999,ARI,17.099999999999998
619,Robert Person,1995,NYM,6.199999999999999
620,Cliff Politte,1998,STL,2.7
621,Todd Pratt,1992,PHI,6.6000000000000005
622,Joe Roa,1995,CLE,1.0
623,Scott Rolen,1996,PHI,70.0
624,Jimmy Rollins,2000,PHI,49.5
625,Jose Santiago,1997,KCR,1.5999999999999999
626,Carlos Silva,2002,PHI,10.3
627,Turk Wendell,1993,CHC,0.4999999999999997
628,Randy Wolf,1999,PHI,29.799999999999997
629,Jimmy Anderson,1999,PIT,3.3999999999999995
630,Bronson Arroyo,2000,PIT,20.700000000000003
631,Joe Beimel,2001,PIT,0.7000000000000001
632,Mike Benjamin,1989,SFG,5.9
633,Kris Benson,1999,PIT,14.4
634,Brian Boehringer,1995,NYY,1.4
635,Mike Fetters,1989,CAL,4.2
636,Josh Fogg,2001,CHW,5.199999999999999
637,Brian Giles,1995,CLE,54.900000000000006
638,Jason Kendall,1996,PIT,37.19999999999999
639,Sean Lowe,1997,STL,1.0999999999999999
640,Rob Mackowiak,2001,PIT,6.1
641,Josias Manzanillo,1991,BOS,0.8999999999999999
642,Brian Meadows,1998,FLA,4.1
643,Aaron Thompson,2011,PIT,0.20000000000000004
644,Aramis Ramirez,1998,PIT,38.4
645,Tike Redman,2000,PIT,1.9
646,Pokey Reese,1997,CIN,6.600000000000001
647,Al Reyes,1995,MIL,2.2
648,Armando Rios,1998,SFG,4.0
649,Scott Sauerbeck,1999,PIT,2.2
650,Kevin Tolar,2000,DET,0.1
651,Ron Villone,1995,- - -,3.5999999999999996
652,Ryan Vogelsong,2000,SFG,4.8
653,Kip Wells,1999,CHW,11.400000000000002
654,Dave Williams,2001,PIT,0.7999999999999998
655,Mike Williams,1992,PHI,3.3
656,Craig Wilson,2001,PIT,5.5
657,Jack Wilson,2001,PIT,12.2
658,Kevin Young,1992,PIT,7.999999999999998
659,Sean Burroughs,2002,SDP,5.000000000000001
660,Deivi Cruz,1997,DET,5.3
661,Tom Davey,1999,- - -,1.1
662,Kory DeHaan,2000,SDP,0.0
663,Adam Eaton,2000,SDP,12.5
664,Alan Embree,1992,CLE,5.800000000000001
665,Ron Gant,1987,ATL,32.6
666,Wiki Gonzalez,1999,SDP,1.9
667,Trevor Hoffman,1993,- - -,25.799999999999997
668,Trenidad Hubbard,1994,COL,0.40000000000000013
669,Kevin Jarvis,1994,CIN,0.7999999999999998
670,D'Angelo Jimenez,1999,NYY,7.7
671,Bobby Jones,1993,NYM,13.900000000000002
672,Ryan Klesko,1992,ATL,30.099999999999998
673,Mark Kotsay,1997,FLA,20.8
674,Tom Lampkin,1988,CLE,6.6000000000000005
675,Ray Lankford,1990,STL,39.60000000000001
676,Brian Lawrence,2001,SDP,11.399999999999999
677,David Lundquist,1999,CHW,0.0
678,Jason Middlebrook,2001,SDP,0.4
679,Phil Nevin,1995,- - -,15.099999999999994
680,Jake Peavy,2002,SDP,45.400000000000006
681,Steve Reed,1992,SFG,3.6999999999999997
682,Brian Tollberg,2000,SDP,3.2
683,Brett Tomko,1997,CIN,16.299999999999997
684,Bubba Trammell,1997,DET,4.7
685,Ramon Vazquez,2001,SEA,2.8000000000000003
686,Kevin Walker,2000,SDP,0.09999999999999998
687,Paul Abbott,1990,MIN,2.9
688,James Baldwin,1995,CHW,9.6
689,Willie Bloomquist,2002,SEA,0.8999999999999999
690,Bret Boone,1992,SEA,23.0
691,Pat Borders,1988,TOR,4.500000000000001
692,Mike Cameron,1995,CHW,50.699999999999996
693,Jeff Cirillo,1994,MIL,33.00000000000001
694,Ben Davis,1998,SDP,3.6999999999999997
695,Ryan Franklin,1999,SEA,3.8
696,Freddy Garcia,1999,SEA,32.1
697,Charles Gipson,1998,SEA,1.1
698,Carlos Guillen,1998,SEA,25.5
699,John Halama,1998,HOU,7.300000000000001
700,Shigetoshi Hasegawa,1997,ANA,4.0
701,Justin Kaye,2002,SEA,0.0
702,Edgar Martinez,1987,SEA,65.3
703,Julio Mateo,2002,SEA,0.7000000000000001
704,Mark McLemore,1986,CAL,17.300000000000004
705,Gil Meche,1999,SEA,15.4
706,Jamie Moyer,1986,CHC,47.6
707,Jeff Nelson,1992,SEA,9.3
708,John Olerud,1989,TOR,57.2
709,Joel Pineiro,2000,SEA,19.5
710,Scott Podsednik,2001,SEA,9.500000000000002
711,Arthur Rhodes,1991,BAL,17.200000000000003
712,Kazuhiro Sasaki,2000,SEA,4.1000000000000005
713,Ruben Sierra,1986,TEX,14.199999999999998
714,Rafael Soriano,2002,SEA,10.200000000000001
715,Ichiro Suzuki,2001,SEA,57.8
716,Dan Wilson,1992,CIN,13.900000000000002
717,Rich Aurilia,1995,SFG,25.9
718,Manny Aybar,1997,STL,1.5
719,David Bell,1995,- - -,13.399999999999999
720,Barry Bonds,1986,PIT,164.5
721,Troy Brohawn,2001,ARI,0.1
722,Jason Christiansen,1995,PIT,2.8
723,Pedro Feliz,2000,SFG,8.2
724,Aaron Fultz,2000,SFG,2.9000000000000004
725,Tom Goodwin,1991,LAD,3.9999999999999996
726,Livan Hernandez,1996,FLA,39.900000000000006
727,Ryan Jensen,2001,SFG,0.6000000000000001
728,Marco Estrada,2008,WSN,11.8
729,Jeff Kent,1992,- - -,56.0
730,Ramon Martinez,1998,SFG,0.5000000000000001
731,Joe Nathan,1999,SFG,19.8
732,Robb Nen,1993,FLA,17.9
733,Russ Ortiz,1998,SFG,18.7
734,Cody Ransom,2001,SFG,1.7000000000000002
735,Felix Rodriguez,1995,LAD,4.8
736,Kirk Rueter,1993,MON,14.1
737,Reggie Sanders,1991,CIN,39.7
738,Benito Santiago,1986,SDP,28.9
739,Jason Schmidt,1995,ATL,35.599999999999994
740,Tsuyoshi Shinjo,2001,NYM,2.8
741,J.T. Snow,1992,NYY,12.8
742,Yorvit Torrealba,2001,SFG,9.600000000000001
743,Carlos Rivero,2014,BOS,0.2
744,Jerome Williams,2003,SFG,4.1000000000000005
745,Jay Witasick,1996,OAK,3.5000000000000004
746,Tim Worrell,1993,SDP,8.399999999999999
747,Chad Zerbe,2000,SFG,0.4
748,Rick Ankiel,1999,STL,8.4
749,Andy Benes,1989,SDP,36.699999999999996
750,Jim Chamblee,2003,CIN,0.0
751,Mike Crudale,2002,STL,0.9
752,Robert Coello,2010,BOS,0.4
753,Mike DiFelice,1996,STL,2.1
754,J.D. Drew,1998,STL,46.0
755,Jim Edmonds,1993,CAL,64.5
756,Tommy Hunter,2008,TEX,7.5
757,Jason Isringhausen,1995,NYM,11.799999999999995
758,Andrew Romine,2010,LAA,0.5000000000000001
759,Darryl Kile,1991,HOU,27.2
760,Steve Kline,1997,- - -,3.9999999999999996
761,Chris Valaika,2010,CIN,0.0
762,Eli Marrero,1997,STL,6.1000000000000005
763,Al Martin,1992,PIT,7.499999999999999
764,Tino Martinez,1990,SEA,28.599999999999998
765,Mike Matheny,1994,MIL,2.6
766,Matt Morris,1997,STL,30.3
767,Josh Pearce,2002,STL,0.0
768,Placido Polanco,1998,STL,38.400000000000006
769,Albert Pujols,2001,STL,87.1
770,Edgar Renteria,1996,FLA,35.0
771,Jason Simontacchi,2002,STL,0.09999999999999998
772,Bud Smith,2001,STL,1.4000000000000001
773,Garrett Stephenson,1996,BAL,4.600000000000001
774,So Taguchi,2002,STL,3.0
775,Mike Timlin,1991,TOR,11.6
776,Dave Veres,1994,HOU,5.900000000000001
777,Fernando Vina,1993,SEA,12.299999999999999
778,Woody Williams,1993,TOR,24.8
779,Chris Johnson,2009,HOU,3.3999999999999995
780,Wilson Alvarez,1989,TEX,21.599999999999998
781,Emil Brown,1997,PIT,3.4
782,Jason Conti,2000,ARI,0.8
783,Steve Cox,1999,TBD,1.0999999999999999
784,Carl Crawford,2002,TBD,41.5
785,Felix Escalona,2002,TBD,0.19999999999999998
786,Sal Fasano,1996,KCR,2.0999999999999996
787,John Flaherty,1992,BOS,2.8
788,Ryan Freel,2001,TOR,9.1
789,Ben Grieve,1997,OAK,6.7
790,Toby Hall,2000,TBD,2.6000000000000005
791,Travis Harper,2000,TBD,0.3999999999999999
792,Aubrey Huff,2000,TBD,17.299999999999994
793,Delvin James,2002,TBD,0.0
794,Russ Johnson,1997,HOU,3.1
795,Joe Kennedy,2001,TBD,9.6
796,Tom Martin,1997,HOU,0.3
797,Ryan Rupe,1999,TBD,3.3
798,Jared Sandberg,2001,TBD,2.5
799,Bobby Seay,2001,TBD,2.8
800,Jorge Sosa,2002,TBD,1.8000000000000003
801,Tanyon Sturtze,1995,CHC,2.599999999999999
802,Jason Tyner,2000,- - -,1.6999999999999997
803,Greg Vaughn,1989,MIL,25.500000000000004
804,Paul Wilson,1996,NYM,8.1
805,Randy Winn,1998,TBD,28.000000000000004
806,Esteban Yan,1996,BAL,2.2
807,Victor Zambrano,2001,TBD,2.5
808,Dave Burba,1990,SEA,19.6
809,Hector Carrasco,1994,CIN,5.300000000000001
810,Frank Catalanotto,1997,DET,12.099999999999998
811,Francisco Cordero,1999,DET,12.299999999999999
812,Doug Davis,1999,TEX,19.0
813,R.A. Dickey,2001,TEX,18.6
814,Matt Bush,2016,TEX,2.1999999999999997
815,Adam Ottavino,2010,STL,6.799999999999999
816,Carl Everett,1993,FLA,17.500000000000007
817,Juan Gonzalez,1989,TEX,35.6
818,Rusty Greer,1994,TEX,18.2
819,Jason Hart,2002,TEX,0.0
820,Bill Haselman,1990,TEX,2.6
821,Hideki Irabu,1997,NYY,3.299999999999999
822,Gabe Kapler,1998,DET,5.2
823,Dan Kolb,1999,TEX,1.7000000000000002
824,Mike Lamb,2000,TEX,2.5000000000000004
825,Colby Lewis,2002,TEX,14.099999999999998
826,Ryan Ludwick,2002,TEX,13.700000000000001
827,Kevin Mench,2002,TEX,8.5
828,Calvin Murray,1999,SFG,1.4000000000000001
829,Hector Ortiz,1998,KCR,0.7
830,Rafael Palmeiro,1986,CHC,70.0
831,Chan Ho Park,1994,LAD,22.6
832,Herbert Perry,1994,CLE,4.7
833,Jay Powell,1995,FLA,3.3000000000000003
834,John Rocker,1998,ATL,3.8
835,Alex Rodriguez,1994,SEA,113.7
836,Ivan Rodriguez,1991,TEX,69.1
837,Rich Rodriguez,1990,SDP,0.8999999999999999
838,Kenny Rogers,1989,TEX,42.7
839,Rudy Seanez,1989,CLE,4.4
840,Mark Teixeira,2003,TEX,44.800000000000004
841,Anthony Telford,1990,BAL,2.2999999999999994
842,Ismael Valdez,1994,LAD,20.9
843,Todd Van Poppel,1991,OAK,2.3
844,Steve Woodard,1997,MIL,8.5
845,Michael Young,2000,TEX,25.399999999999995
846,Dave Berg,1998,FLA,1.1000000000000005
847,Pedro Borbon,1992,ATL,0.20000000000000018
848,Brian Bowles,2001,TOR,0.2
849,Chris Carpenter,1997,TOR,36.800000000000004
850,Pasqual Coco,2000,TOR,0.0
851,Jose Cruz,1997,- - -,19.8
852,Carlos Delgado,1993,TOR,44.3
853,Kelvim Escobar,1997,TOR,27.999999999999996
854,Scott Eyre,1997,CHW,2.5000000000000004
855,Bob File,2001,TOR,0.1
856,Darrin Fletcher,1989,LAD,12.5
857,Roy Halladay,1998,TOR,64.29999999999998
858,Felix Heredia,1996,FLA,1.6
859,Eric Hinske,2002,TOR,11.200000000000001
860,Orlando Hudson,2002,TOR,21.099999999999998
861,Esteban Loaiza,1995,PIT,29.400000000000002
862,Felipe Lopez,2001,TOR,9.700000000000001
863,Brandon Lyon,2001,TOR,6.1
864,Justin Miller,2002,TOR,0.9999999999999997
865,Raul Mondesi,1993,LAD,26.5
866,Steve Parris,1995,PIT,5.499999999999999
867,Josh Phelps,2000,TOR,2.7
868,Dan Plesac,1986,MIL,16.6
869,Luke Prokopec,2000,LAD,0.10000000000000009
870,Shannon Stewart,1995,TOR,21.5
871,Pete Walker,1995,NYM,0.8000000000000002
872,Vernon Wells,1999,TOR,25.199999999999992
873,Jayson Werth,2002,TOR,36.2
874,Tom Wilson,2001,OAK,0.9000000000000001
875,Chris Woodward,1999,TOR,0.6999999999999997
876,Blake Wood,2010,KCR,1.0999999999999999
877,Evan Reed,2013,DET,0.1
878,Nick Hagadone,2011,CLE,0.49999999999999994
879,Andrew Bailey,2009,OAK,4.1000000000000005
880,Charlie Furbush,2011,- - -,2.6
881,John Valentin,1992,BOS,31.4
882,Mark Johnson,1995,PIT,1.4999999999999998
883,Keith Lockhart,1994,SDP,4.1000000000000005
884,John Mabry,1994,STL,0.8999999999999999
885,Marvin Benard,1995,SFG,8.5
886,Mark Loretta,1995,MIL,18.8
887,Matt Stairs,1992,MON,12.200000000000001
888,Alex Cora,1998,LAD,4.0
889,Jeff Reboulet,1992,MIN,6.1
890,Andres Galarraga,1985,MON,31.100000000000005
891,Dave Hollins,1990,PHI,14.300000000000002
892,Mark DeRosa,1998,ATL,10.299999999999999
893,Orlando Merced,1990,PIT,17.2
894,Lenny Harris,1988,CIN,1.6000000000000005
895,Gerald Williams,1992,NYY,5.8
896,Chris Donnels,1991,NYM,1.1
897,Jason Lane,2002,HOU,2.3
898,Brady Clark,2000,CIN,4.3
899,Jason Michaels,2001,PHI,9.0
900,Luis Ugueto,2002,SEA,0.0
901,Shawon Dunston,1985,CHC,7.500000000000001
902,David Dellucci,1997,BAL,5.500000000000001
903,Dave Hansen,1990,LAD,4.800000000000001
904,Tim Raines,1979,MON,66.19999999999999
905,Ricky Ledee,1998,NYY,1.5999999999999999
906,Mark Sweeney,1995,STL,1.6999999999999995
907,Eduardo Perez,1993,CAL,1.6
908,Jose Nunez,2001,SDP,0.5
909,Damon Minor,2000,SFG,0.40000000000000013
910,Miguel Cairo,1996,TOR,5.0
911,Erubiel Durazo,1999,ARI,9.2
912,Chris Nichting,1995,TEX,0.4
913,Ramon Santiago,2002,DET,5.6000000000000005
914,Hank Blalock,2002,TEX,9.400000000000002
915,Jerrod Riggan,2000,NYM,0.2
916,Warren Morris,1999,PIT,2.3
917,Homer Bush,1997,NYY,1.699999999999999
918,Ed Vosberg,1986,SDP,1.7
919,Henry Rodriguez,1992,LAD,5.4
920,Gary Knotts,2001,FLA,0.30000000000000004
921,Nick Punto,2001,PHI,15.2
922,Adam Everett,2001,HOU,9.5
923,Kurt Ainsworth,2001,SFG,0.3999999999999999
924,Wilson Ramos,2010,- - -,15.600000000000001
925,Willie Banks,1991,MIN,4.6000000000000005
926,Lorenzo Barcelo,2000,CHW,0.7
927,Joaquin Benoit,2001,TEX,12.1
928,Bryan Corey,1998,ARI,0.10000000000000003
929,Jeff DaVanon,1999,ANA,6.5
930,Brendan Donnelly,2002,ANA,5.3999999999999995
931,Mark Ellis,2002,OAK,26.500000000000004
932,Randy Flores,2002,- - -,0.30000000000000016
933,Mike Fyhrie,1996,NYM,1.7
934,Lee Gardner,2002,TBD,0.7000000000000001
935,Esteban German,2002,OAK,2.2
936,Aaron Harang,2002,OAK,28.4
937,Mike James,1995,CAL,2.1999999999999997
938,Bobby Jones,1997,COL,1.1999999999999997
939,Matthew LeCroy,2000,MIN,0.30000000000000027
940,Mendy Lopez,1998,KCR,0.09999999999999995
941,Fernando Lunar,2000,- - -,0.0
942,Dan Miceli,1993,PIT,2.9000000000000004
943,Craig Monroe,2001,TEX,2.1
944,Guillermo Mota,1999,MON,4.700000000000001
945,Blaine Neal,2001,FLA,0.3
946,Alex Pelaez,2002,SDP,0.0
947,Ben Petrick,1999,COL,0.5
948,Hipolito Pichardo,1992,KCR,8.1
949,Jon Rauch,2002,CHW,5.9
950,Jesus Sanchez,1998,FLA,0.5999999999999996
951,Aaron Small,1994,TOR,0.4
952,Felix Doubront,2010,BOS,3.7999999999999994
953,Chris Snelling,2002,SEA,0.4
954,Tim Spooneybarger,2001,ATL,0.7999999999999999
955,Mac Suzuki,1996,SEA,2.3
956,Tony Tarasco,1993,ATL,0.9000000000000001
957,Nate Teut,2002,FLA,0.2
958,Andres Torres,2002,DET,11.299999999999999
959,Josh Towers,2001,BAL,5.800000000000001
960,Ty Wigginton,2002,NYM,2.499999999999999
961,Rob Bell,2000,CIN,0.7
962,Bobby Smith,1998,TBD,0.6
963,Eric Cyr,2002,SDP,0.0
964,Zach Day,2002,MON,1.5999999999999996
965,Jayson Durocher,2002,MIL,0.09999999999999998
966,Matt Franco,1995,CHC,0.9
967,Keith Ginter,2000,HOU,1.9999999999999998
968,Nick Green,2004,ATL,0.3999999999999999
969,Aaron Guiel,2002,KCR,1.5000000000000002
970,John Lackey,2002,ANA,42.99999999999999
971,Mike Maroth,2002,DET,6.5
972,Jason Pearson,2002,SDP,0.0
973,Yorkis Perez,1991,CHC,1.3
974,Oliver Perez,2002,SDP,12.299999999999999
975,John Riedling,2000,CIN,1.2
976,Kirk Saarloos,2002,HOU,1.5999999999999996
977,Duaner Sanchez,2002,- - -,0.6999999999999998
978,Dan Smith,1999,MON,0.0
979,Marcus Thames,2002,NYY,2.8
980,Tyler Yates,2004,NYM,0.8
981,Runelvys Hernandez,2002,KCR,2.5999999999999996
982,Brandon Backe,2002,TBD,3.1000000000000005
983,Jaime Cerda,2002,NYM,0.5
984,Michael Cuddyer,2001,MIN,17.4
985,Dave Elder,2002,CLE,0.09999999999999998
986,Luke Hudson,2002,CIN,2.1999999999999997
987,Adam Hyzdu,2000,PIT,1.3
988,Pete Munro,1999,TOR,2.3000000000000003
989,Ruben Rivera,1995,NYY,5.0
990,David Ross,2002,LAD,22.4
991,DeWayne Wise,2000,TOR,1.4
992,Marco Scutaro,2002,NYM,19.3
993,Victor Alvarez,2002,LAD,0.09999999999999998
994,Jason Beverlin,2002,- - -,0.1
995,Micah Bowie,1999,CHC,0.4
996,Jack Cust,2001,ARI,7.4
997,Jason Kershner,2002,- - -,0.4
998,Carl Sadler,2002,CLE,0.4
999,John Stephens,2002,BAL,0.3
1000,Aaron Cook,2002,COL,16.7
1001,Coco Crisp,2002,CLE,30.8
1002,Travis Hafner,2002,TEX,22.000000000000004
1003,Mark Hendrickson,2002,TOR,11.6
1004,Kit Pellow,2002,KCR,0.0
1005,Josh Bard,2002,CLE,4.1000000000000005
1006,Clay Condrey,2002,SDP,0.4999999999999999
1007,Chone Figgins,2002,ANA,22.2
1008,Sean Doolittle,2012,OAK,10.799999999999999
1009,Andrew Lorraine,1994,CAL,0.4999999999999998
1010,Ricardo Rodriguez,2002,CLE,0.5
1011,Tony Alvarez,2002,PIT,0.1
1012,Shane Andrews,1995,MON,2.6999999999999997
1013,Jamey Carroll,2002,MON,13.000000000000002
1014,Jason Davis,2002,CLE,3.2000000000000006
1015,Eric Eckenstahler,2002,DET,0.1
1016,Pedro Feliciano,2002,NYM,3.3
1017,Jose Flores,2002,OAK,0.0
1018,Bill Hall,2002,MIL,8.799999999999999
1019,Jeremy Hill,2002,KCR,0.0
1020,Omar Infante,2002,DET,12.900000000000002
1021,Felix Jose,1988,OAK,7.1000000000000005
1022,Eric Junge,2002,PHI,0.3
1023,Trey Lunsford,2002,SFG,0.1
1024,Kevin Orie,1997,CHC,3.0999999999999996
1025,Lyle Overbay,2001,ARI,10.300000000000002
1026,Nate Robertson,2002,FLA,9.499999999999998
1027,Wilkin Ruan,2002,LAD,0.2
1028,Freddy Sanchez,2002,BOS,15.6
1029,Esix Snead,2002,NYM,0.1
1030,Aaron Taylor,2002,SEA,0.0
1031,Salomon Torres,1993,SFG,3.7999999999999994
1032,Andy Van Hekken,2002,DET,0.5
1033,Eric DuBose,2002,BAL,0.9000000000000001
1034,Cliff Lee,2002,CLE,49.0
1035,Wes Obermueller,2002,KCR,1.1999999999999997
1036,Miguel Olivo,2002,CHW,4.1
1037,Francisco Rodriguez,2002,ANA,16.4
1038,Brian Tallet,2002,CLE,1.2000000000000002
1039,Dusty Wathan,2002,KCR,0.2
1040,Luis Ayala,2003,MON,3.8000000000000003
1041,Russ Springer,1992,NYY,3.4999999999999996
1042,Cal Eldred,1991,MIL,12.1
1043,Oscar Villarreal,2003,ARI,0.4
1044,Rocco Baldelli,2003,TBD,8.000000000000002
1045,Xavier Nady,2000,SDP,3.5000000000000004
1046,Hideki Matsui,2003,NYY,13.2
1047,Jose Contreras,2003,NYY,17.4
1048,Doug Linton,1992,TOR,0.9000000000000002
1049,Javier Lopez,2003,COL,1.8
1050,Tommy Phelps,2003,FLA,1.1
1051,D.J. Carrasco,2003,KCR,1.9
1052,Jeremy Bonderman,2003,DET,15.5
1053,Wil Ledezma,2003,DET,1.6999999999999997
1054,Aquilino Lopez,2003,TOR,1.4
1055,Trever Miller,1996,DET,1.7000000000000002
1056,Matt Ford,2003,MIL,0.1
1057,Lance Painter,1993,COL,1.5
1058,Kiko Calero,2003,STL,5.2
1059,Shane Victorino,2003,SDP,29.300000000000004
1060,Chase Utley,2003,PHI,62.99999999999999
1061,David Cone,1986,KCR,56.699999999999996
1062,Scott Service,1988,PHI,2.1
1063,Robby Hammock,2003,ARI,0.09999999999999992
1064,Kevin Ohme,2003,STL,0.2
1065,Jesse Foppert,2003,SFG,5.551115123125783e-17
1066,Kyle Snyder,2003,KCR,0.9000000000000001
1067,Rosman Garcia,2003,TEX,0.1
1068,Brandon Webb,2003,ARI,27.700000000000003
1069,Derrick Turnbow,2000,ANA,1.7000000000000002
1070,Claudio Vargas,2003,MON,1.8999999999999995
1071,Jody Gerut,2003,CLE,6.6000000000000005
1072,Gary Johnson,2003,ANA,0.0
1073,Erasmo Ramirez,2003,TEX,0.6
1074,Chris Capuano,2003,ARI,14.7
1075,Reed Johnson,2003,TOR,9.300000000000002
1076,Dontrelle Willis,2003,FLA,21.699999999999996
1077,Jason Ellison,2003,SFG,0.7999999999999999
1078,Roger Deago,2003,SDP,0.1
1079,Steve Avery,1990,ATL,20.6
1080,Antonio Perez,2003,TBD,0.30000000000000004
1081,Todd Wellemeyer,2003,CHC,0.10000000000000009
1082,Geremi Gonzalez,1997,CHC,3.9
1083,Miguel Ojeda,2003,SDP,0.20000000000000018
1084,Carlton Loewer,1998,PHI,1.5999999999999999
1085,Phil Norton,2000,CHC,0.09999999999999998
1086,Jeff Duncan,2003,NYM,0.1
1087,Jason Bay,2003,- - -,21.500000000000004
1088,Lew Ford,2003,MIN,5.9
1089,Colin Porter,2003,HOU,0.1
1090,Jose Valverde,2003,ARI,8.4
1091,Hector Almonte,1999,FLA,0.0
1092,Rod Beck,1991,SFG,6.9
1093,Jeremy Griffiths,2003,NYM,0.1
1094,Les Walrond,2003,KCR,0.0
1095,Jose Reyes,2003,NYM,43.7
1096,Justin Morneau,2003,MIN,22.800000000000004
1097,Jhonny Peralta,2003,CLE,28.0
1098,Tony Mounce,2003,TEX,0.0
1099,Bo Hart,2003,STL,1.1
1100,Miguel Cabrera,2003,FLA,70.79999999999998
1101,Rodrigo Rosario,2003,HOU,0.2
1102,Brady Raggio,1997,STL,0.20000000000000004
1103,Aaron Heilman,2003,NYM,3.3000000000000003
1104,Dave Matranga,2003,HOU,0.0
1105,Eric Bruntlett,2003,HOU,0.9000000000000001
1106,Matt Miller,2003,COL,1.7999999999999998
1107,Chris Mears,2003,DET,0.1
1108,Dan Haren,2003,STL,42.900000000000006
1109,Cody Ross,2003,DET,13.3
1110,Curtis Pride,1993,MON,0.2000000000000002
1111,Jason Stanford,2003,CLE,1.5
1112,Laynce Nix,2003,TEX,3.0999999999999996
1113,Kevin Correia,2003,SFG,7.4
1114,John Wasdin,1995,OAK,2.5
1115,Mark Malaska,2003,TBD,0.30000000000000004
1116,Ryan Wagner,2003,CIN,0.19999999999999993
1117,Matt Diaz,2003,TBD,3.9
1118,Rich Harden,2003,OAK,16.199999999999996
1119,Sergio Mitre,2003,CHC,2.5
1120,Rene Reyes,2003,COL,0.19999999999999996
1121,Alex Prieto,2003,MIN,0.0
1122,Chad Gaudin,2003,TBD,4.2
1123,Josh Hall,2003,CIN,0.0
1124,Aaron Looper,2003,SEA,0.0
1125,Garrett Atkins,2003,COL,6.500000000000002
1126,Jimmy Gobble,2003,KCR,1.7
1127,Joe DePastino,2003,NYM,0.0
1128,Kevin Gregg,2003,ANA,3.8999999999999995
1129,Michael Gonzalez,2003,PIT,5.3999999999999995
1130,J.J. Putz,2003,SEA,10.3
1131,Juan Dominguez,2003,TEX,0.7
1132,Neal Cotts,2003,CHW,2.5
1133,David Cortes,1999,ATL,0.20000000000000004
1134,Masao Kida,1999,DET,0.5
1135,Brian Sweeney,2003,SEA,0.30000000000000004
1136,Amaury Telemaco,1996,CHC,0.9
1137,Todd Linden,2003,SFG,0.3
1138,Tim Raines Jr.,2001,BAL,0.3
1139,Mike Hessman,2003,ATL,0.09999999999999987
1140,Brian Schmack,2003,DET,0.0
1141,Geoff Geary,2003,PHI,1.2999999999999998
1142,Doug Waechter,2003,TBD,1.0
1143,Chad Cordero,2003,MON,2.6
1144,Bobby Crosby,2003,OAK,6.500000000000001
1145,Danny Garcia,2003,NYM,0.7
1146,Jamal Strong,2003,SEA,0.1
1147,Humberto Quintero,2003,SDP,1.6999999999999997
1148,David DeJesus,2003,KCR,25.4
1149,Khalil Greene,2003,SDP,8.000000000000002
1150,Jorge DePaula,2003,NYY,0.09999999999999998
1151,Clint Barmes,2003,COL,7.8
1152,Noah Lowry,2003,SFG,7.799999999999999
1153,Luis Sojo,1990,TOR,2.1
1154,Fernando Seguignol,1998,MON,0.09999999999999987
1155,Matt Belisle,2003,CIN,10.3
1156,Vinnie Chulk,2003,TOR,1.3
1157,Juan Cerros,2003,CIN,0.1
1158,Edwin Jackson,2003,LAD,18.3
1159,Chris Bootcheck,2003,ANA,0.10000000000000006
1160,Jonny Gomes,2003,TBD,7.199999999999998
1161,John Grabow,2003,PIT,1.1
1162,Rickie Weeks Jr.,2003,MIL,18.3
1163,Ryan Madson,2003,PHI,12.2
1164,Kaz Matsui,2004,NYM,5.300000000000001
1165,Shawn Camp,2004,KCR,1.5999999999999996
1166,Michael Wuertz,2004,CHC,4.199999999999999
1167,Joe Mauer,2004,MIN,52.5
1168,Wilson Betemit,2001,ATL,2.9999999999999996
1169,Allan Simpson,2004,COL,0.2
1170,Darnell McDonald,2004,BAL,0.5
1171,Matt Holliday,2004,COL,49.8
1172,Hector Luna,2004,STL,0.3
1173,Josh Hamilton,2007,CIN,27.999999999999996
1174,Willy Taveras,2004,HOU,6.0
1175,Terrmel Sledge,2004,MON,1.3
1176,Shawn Hill,2004,MON,3.5
1177,Brad Hawpe,2004,COL,3.5
1178,Sean Burnett,2004,PIT,1.3
1179,Jose Bautista,2004,- - -,35.6
1180,Chad Tracy,2004,ARI,6.5
1181,Matt Moore,2011,TBR,8.2
1182,Chris Shelton,2004,DET,3.3
1183,Lenny DiNardo,2004,BOS,0.29999999999999993
1184,Akinori Otsuka,2004,SDP,5.2
1185,Shingo Takatsu,2004,CHW,0.19999999999999996
